s.no,source,startupName,foundedDate,description,ICB_industry,ICB_sector,startupClassification,groupClassification1,groupClassification2,startupClassification2,groupClassification3,businessModel,keyword1,keyword2,keyword3,city,state,startupStatus,Number of Founders,founder1Name,founder2Name,founder3Name
79,keyur,Discovery Info Labs Pvt. Ltd.,2015,"Develops an application for parenting community in India. Its application provides advices in the areas of baby care, baby growth and development, child care, social and emotional, nutrition, cognitive, speech and language",Technology,Software & Computer Services,Health_Tech,Healthcare Analytics and Software,,,,B2C,Application foe parenting community,,,Bengaluru,Karnataka,Angel investment,2,Vijay Anand,Neeraj Kumar Gupta,
80,keyur,DL Lifecare Pvt. Ltd.,2015,"DL Lifecare Private Limited develops and operates an online healthcare portal that connects people with doctors, medical stores, and pathology labs.",Healthcare,Healthcare,Health_Tech,Telemedicine and Online health care platforms,,,,B2C,Online health care portal,Connects people and doctors,,Varanasi,Uttar Pradesh,Angel investment,1,Adhithya Agarwal,,
81,keyur,Doctor Insta Pvt. Ltd.,2015,Start-up that provides online medical advises through video medicine technology,Healthcare,Healthcare,Health_Tech,Telemedicine and Online health care platforms,,,,B2B2C,Health care service providers through video chat,,,Gurgaon,Haryana,Angel investment,1,Amit Munjal,,
82,keyur,DOT1 Solutions Pvt. Ltd.,2014,"DOT1 Solutions is a management consulting, technology services and business transformation outsourcing company. They serve businesses, organizations, academia and you the individual through their Advise, Deliver and Optimise service portfolios.",Technology,Software & Computer Services,Technology_,Technology Consulting Services              ,Outsourced and Shared technology services,,,B2B2C,Business transformation outsourcing company,,,Mumbai,Maharashtra,Angel investment,,,,
83,keyur,Dreamz Mynewcar India Pvt. Ltd.,2014,"Dreamz Mynewcar India Private Limited owns and operates an online portal for buying new cars, accessories, and related services.The company also provides multi brand car leasing and car loan services",Consumer_goods,Software & Computer Services,Internet_marketplace_and_eCommerce,Car Motorbike Industrial,,Fin_Tech_and_Payments, Banking and Non Banking Financial services,B2C,Multi brand car leasing ,Car loan services,Online portal for buying cars,Mumbai,Maharashtra,Angel investment,1,Madhukar Manpuria,,
84,Keyur,DrivoJoy,," DrivoJoy started in March of 2015 with the vision of empowering people with an affordable, convenient, and transparent approach to auto repair and maintenance.",Consumer_services,Retail,Consumer_Products_and_Services,Automobiles & Auto Parts services,,,,B2C, Booking- two wheeler servicing,,,Bengaluru,Karnataka,Angel investment,3,Vishwanath Kollapudi,Ravindra Akella,Aman Singhal
85,keyur,Dropbase Software Pvt. Ltd.,2014,"Offers Parsel, a platform for logistics services for the fragmented logistics industry. It offers a white label Web and mobile application for businesses for lie tracking, instant communication, and re-routing.",Industrials,Industrial goods and services,Hyperlocal_and_Logistics,Delivery services and logistics,,,,B2B,Logistics service for business,Website for businesses for re-routing,,Mumbai,Maharashtra,Angel investment,1,Gautam Raghuvanshi,,
86,keyur,DropKaffe Food and Beverages Pvt. Ltd.,2015,DropKaffe Food & Beverages Pvt. Ltd. operates an online portal through which it serves freshly brewed coffee and snacks.,Consumer_goods,Food and beverage,Hyperlocal_and_Logistics,Food Products,,,,B2C,Manufacturer of brewed coffee and snacks,Online coffee shop,,Bengaluru,Karnataka,Angel investment,4,Chaitanya Chitta,Rakshit Kejriwal,Lakshmi Dasaka
87,keyur,DTC Technologies Pvt. Ltd.,2015,DTC Technologies Private Ltd. provides storage solutions. It engages in offering boxes that allow users to store their things, collecting and storing those boxes, and delivering them back when the clients need them.,Consumer_goods,personal and household goods,Consumer_Products_and_Services,Household Products,,,,B2C,Storage box providers,Mumbai,Maharashtra,Angel investment,1,Pratyush,,
88,keyur,Dunzo Digital Pvt. Ltd.,2015,"Dunzo app allows users to create different tasks in their to-do list, track the progress of the tasks, chat with their team members about their tasks and includes a one-tap payment method.",Technology,Software & Computer Services,Software_and_Internet_Services,Communication services,,,,B2C,Application for Personal task management ,Chat base app,,Bengaluru,Karnataka,Angel investment,4,Mukund Jha,Kabeer Biswas,Ankur Aggarwal
89,keyur,EARLYSALARY.COM,2015,EarlySalary is a salary advance mobile application that enables Indian users to borrow money for urgent cash requirements before they get their monthly wages. It aims to help individuals who face month-end and mid-month financial crisis by providing small loans until they receive their salaries.,Financials,Financial services,Fin_Tech_and_Payments, Banking and Non Banking Financial services,,,,B2C,Small loan lenders,,,Pune,Maharashtra,Angel investment,1,Akshay Mehrotra,,
90,keyur,Easy Roads Technologies Pvt. Ltd.,2015,"Easy Roads aim to be a one stop shop for roadtrips.As aggregators of Trip Advisor, Google Places and Google Maps, we want to make road trips accessible for everyone.",Technology,Software & Computer Services,Consumer_Products_and_Services,Travel & Tourism,,,,B2C,Road trip advisor,Renting of car and bike for road trips,,Mumbai,Maharashtra,Angel investment,1,Sachin Parikh,,
91,keyur,Eatlo Tech Solutions Pvt. Ltd.,2014,Startup which delivers customers food which they ordered in 20 minutes,Consumer_goods,Food and beverage,Hyperlocal_and_Logistics, Food Products,,,,B2C,Food delivery ,,,Bengaluru,Karnataka,Angel investment,2,Rahul harkishanka,Sai priya mahajan,
92,keyur,Eatongo Food Services Pvt. Ltd.,2015,"Eatongo is an online platform that enables its users to order food and receive delivery.The platform enables its users to order a range of burgers, sandwiches, and brunches. Once ordered, the food will be delivered to them.",Consumer_services,Retail,Hyperlocal_and_Logistics, Food Products,,Consumer_Products_and_Services,Food Products,B2C,Application for ordering food,Food delivery,,Bengaluru,Karnataka,Angel investment,,,,
93,keyur,EazyDiner Pvt. Ltd.,2014,EazyDiner is your reliable guide to eating out. Get insider tips as well as hundreds of users’ dining experiences to get a complete picture before you choose.,Technology,Software & Computer Services,Internet_marketplace_and_eCommerce,Booking,,,,B2C,Online restaurant reservation platform,,,Delhi,,Angel investment,1,Vir Sanghvi,,
94,keyur,Ecstasy E-Ordering Pvt. Ltd.,2014,Ecstasy E-Ordering Private Limited operates an online food ordering technology and logistics platform that connects the makers of the food (chefs) to the consumers.The company offers food for lunch and dinner to homes and offices.,Consumer_services,Retail,Hyperlocal_and_Logistics, Food Products,,,,B2C,Food delivery ,,,Gurgaon,Haryana,Angel investment,1,Prateek Agarwal,,
95,keyur,Elanic Services Pvt. Ltd.,2015,Elanic is a social peer-to-peer marketplace for pre-owned items in India. We enable everyday users to sell to anyone across the country in the easiest possible manner.,Technology,Software & Computer Services,Internet_marketplace_and_eCommerce,Buy and Sale goods and products,,,,B2C,Online platform for buying and selling goods,,,Bengaluru,Karnataka,Angel investment,3,Abhilash Narahari,Palkush Rai Chawla,Adhiti Rohan
96,keyur,Endless Robotics Pvt. Ltd.,2015,"Endless Robotics is build intelligent robots to solve dull and dirty problems for construction, maintenance and smart city management.",Technology,Software & Computer Services,Technology_,Robotics,,,,B2B,Making of robots,Robotics,,Hyderabad,Andhra Pradesh,Angel investment,1,Srikar Reddy,,
97,Keyur,Envoged,,"Envoged is a luxury marketplace dedicated exclusively to pre-owned luxury fashion. You can sell, shop and stroll mid-to-high end luxury fashion brands ",Technology,Software & Computer Services,Internet_marketplace_and_eCommerce,Buy and Sale goods and products,Fashion,,,B2B2C,Resale -fashion products,,,Mumbai,Maharashtra,Angel investment,3,Manisha Barnwal,Anandita Singh,Saahil Narang
98,keyur,ePuja Web Solutions Pvt. Ltd.,2014,EPuja is an online portal that offers access to religious ceremonies and remedy rituals across 3600 temples in India.,Technology,Software & Computer Services,Software_and_Internet_Services,Enterprise Networking,,,,B2C,Online portal and access to religious ceremony,,,Bengaluru,Karnataka,Angel investment,1,Shiva Kumar,,
99,keyur,eSwasthya Mediserve Pvt. Ltd.,2014,Start-up that delivers mecines in your home on ordering  ,Healthcare,Healthcare,Health_Tech,Paramedical services,"Clinics, Hospitals, and Health Care Providers ",,,B2C,Online medicine delivery platform,,,Ahmedabad,Gujarat,Angel investment,2,U.T.Rao,Yash Shah,
100,keyur,Evibe Technologies Pvt. Ltd.,2014,"Evibe is an online platform that enables individuals to find vendors necessary to host children’s parties. It enables users to discover professionals in their community who provide specialised party-related services, their experience, profile, users reviews, pricing, and more.",Technology,Software & Computer Services,Consumer_Products_and_Services,Event Management,,,,B2C,Online platform to find event hoister's,,,Bengaluru,Karnataka,Angel investment,2,Swathi Bhavanaka,Anjaneyulu Reddy,
101,keyur,ExtraaEdge Technology Solutions Pvt. Ltd.,2014,Smart & Comprehensive student lifecycle management for educational enterprises,Technology,Software & Computer Services,Edu_Tech,Educational products and Services,Placement and Employment related services,,,B2B,Educational services,,,Noida,Uttar Pradesh,Angel investment,2,Abhishek ballabh,Sushil mundada,
102,Keyur,Faaya,,Faaya help people dress better and express their personal style.,Consumer_goods,personal and household goods,Consumer_Products_and_Services,Clothing & Accessories,,,,B2C,Fashion advice App,,,Mumbai,Maharashtra,Angel investment,,,,
103,keyur,FASHIONOVE,2014,"Fashionove.com is a Fashion Boutiques discovery, reviews, ratings and commerce portal. It lists and reviews fashion boutiques in a city and hence enhances their online visibility. For people, it provides a platform to discover fashion stores/products near their home in a city.",Consumer_services,Retail,Internet_marketplace_and_eCommerce,Fashion,,,,B2C,Fashion information providers,,,Kolkata,West Bengal,Angel investment,2,Sharad Kumar,Tanushree Khandelwal,
104,keyur,FeetApart Wellness Pvt. Ltd.,2014,"FeetApart is a social, employee friendly health & wellness platform targeted to make employees lead a stress-free and healthy lifestyle. For organizations, this means reduced costs on employee health, increased employee productivity and better work culture.",Healthcare,Healthcare,Health_Tech,Fitness & Wellness,,,,B2B,Health and wellness platform,,,Bengaluru,Karnataka,Angel investment,2,Abhishek Roy,Ashrith Goplalakrishna,
105,keyur,Fifth Gear Auto Ltd.,2015,Fifth Gear Auto Limited owns and operates an online automobile portal that provides cars and bikes content.,Consumer_goods,automobile and parts,Consumer_Products_and_Services,Automobiles & Auto Parts services,,,,B2B2C,Online automobile portal,,,Delhi,,Angel investment,1,Paul Townsend,,
106,keyur,Findulum Techlabs Pvt. Ltd.,2014,Startup focussed on enabling retail commerce and payments through mobile devices. Smartpocket is our flagship product. SmartPocket will convert mobile device into a singular conduit for all card transactions.,Technology,Software & Computer Services,Fin_Tech_and_Payments,Payments and Wallet,,,,B2C,Retail commerce and payments,Mobile wallet of cards,,Bengaluru,Karnataka,Angel investment,2,Kiran Shastri,Mayank Shah,
107,keyur,Finwizard Technology Pvt. Ltd.,2015,"Provides an automated investment service. The company manages personalized online investment accounts for users that are accessible anytime and anywhere from their desktop, tablet, or mobile. It provides personalized investment recommendations to users.",Financials,Financial services,Fin_Tech_and_Payments,Investment advisory and consultancy and financial consumer services,,,,B2C,Automated investment services,,,Bengaluru,Karnataka,Angel investment,3,S V Subramanya,Ramganesh Iyer,Anand Dalmia
108,keyur,FITRAQ.COM,2014,Fitraq is an online fitness discovery and engagement platform. It also enables fitness center owners to market themselves better and also manage their business & members like never before.,Healthcare,Healthcare,Health_Tech,Fitness & Wellness,,,,B2C,Gym and fitness centres discovery site,,,Delhi,,Angel investment,1,Siddharth Rampal,,
109,keyur,Fixinnov Technology Pvt. Ltd.,2014,Fixinnov Technology Pvt. Ltd. operates an online platform that helps businesses to find transportation providers and get goods.,Industrials,Industrial goods and services,Industrial_and_Business_Products_and_Services,Business Support Services,,,,B2B,Transportation service providers for business,,,Delhi,,Angel investment,1,Singh and Jain,,
110,Keyur,Flashdoor,,"Flashdoor is a 3 way marketplace which connects delivery agents, service providers and customers on a common platform. Our mission is to improve quality of life in Indian households by bringing services to their doorstep at the tap of a button. We begin this journey by solving the Laundry problem first.",Consumer_services,Retail,Consumer_Products_and_Services,Specialized Consumer Services,,,,B2B2C,Laundry service,,,Bengaluru,Karnataka,Angel investment,2,Ankit Agarwal,Himanshu Gupta,
111,keyur,Flashdoor Internet Services Pvt. Ltd.,2015,It enables users to schedule pickup for laundry service from the Website as per their convenience or by sending their details through message or WhatsApp, and provides a pick up agent to their doorstep in accordance with their preferred time slot to pick and delivery their clothes in Flashdoor laundry bags.,Consumer_services,Retail,Hyperlocal_and_Logistics,Laundry,,,,B2C,Laundry services,,Bengaluru,Karnataka,Angel investment,2,Ankit Agarwal,Himanshu Gupta,
112,keyur,FLIPCLASS,2014,FlipClass is an Indian online marketplace for home and group tuitions that connects teachers to students across the country.,Technology,Software & Computer Services,Edu_Tech,Tuitions and Tutors,,,,B2C,Online marketplace for home and group tuitions,,,Bengaluru,Karnataka,Angel investment,1,Vineeth Dwivedi,,
113,keyur,Food Marshal Tech Services Pvt. Ltd.,2014,"With DishCo, discover the dish you are craving on the go. DishCo recommends dishes based on real time and location driven suggestions, without having to browse through thousands of restaurants. Get dish & eatery suggestions based on votes and ranks given by millions of users and experts",Technology,Software & Computer Services,Internet_marketplace_and_eCommerce,Coupons and Deals,,,,B2C,Application for booking restaurants,,,Mumbai,Maharashtra,Angel investment,,,,
114,keyur,Freedom Smart Labs Ltd.,2016,Freedom revolutionizes the retail industry by giving the outlets a medium to communicate with their prospective customers. ,Industrials,Industrial goods and services,Industrial_and_Business_Products_and_Services,Customer service for business,,,,B2B,Customer service for retail industry,,,Gurgaon,Haryana,Angel investment,1,Yogesh Huja,,
115,keyur,Funfinity Learning Solutions Pvt. Ltd.,2014,"Funfinity Learning Solutions Pvt Ltd. provides a subscription service for 4-8 year old children wherein theme-based activity kits are mailed to their doorstep every month. It offers Magic Crate, a theme based stimulating, fun, and learning activity box that contains material for science and art activities, and a game for 4-8 year old children.",Technology,Software & Computer Services,Edu_Tech,Online courses and resources,,,,B2C,Learning activities providers for children,,,Bengaluru,Karnataka,Angel investment,2,R Viswanathan,Karthick Lakshman,Anindita Sengupta
116,keyur,FURDO,2014,"Furdo does to Interior Design, what wordpress themes did to web design. Furdo Themes & 3D tools make interior design Quick, Easy & Free",Technology,Software & Computer Services,Technology_,3D Printing,,,,B2C,3D tech platform,Interior designing,,Bengaluru,Karnataka,Angel investment,4,Kiran Singh,Aravind Prakash,Bhavdeep Reddy
117,keyur,Galleri5 Technologies Pvt. Ltd.,2015,An influencer marketplace that helps brands discover & hire social media influencers and track performance of influencer campaigns,Technology,Software & Computer Services,Industrial_and_Business_Products_and_Services,Survey Services,,,,B2B,Social media marketing,Digital marketing,,Bengaluru,Karnataka,Angel investment,2,Rahul Regulapati,Movin Jain,
118,keyur,Gameezop,2015,"Gamezop is a one-stop destination for casual games where users play games without downloading apps. Their aggregator app gives each user a personalized list of games each week that s/he plays and shares with friends on WhatsApp or Facebook as playable weblinks. In short, app removes the friction of discovering and downloading gaming apps altogether.",Technology,Software & Computer Services,Media_Advertising_and_Gaming,Games and Gaming enablers,,,,B2C,An app for all the games,Destination for casual games,,Delhi,,Angel investment,3,Yashash Agarwal,Ashish Anand,Gaurav Agarwal
119,keyur,Garagepreneurs Internet Pvt. Ltd.,2015,GaragePreneurs Internet Pvt Ltd. operates an online platform that provides e-commerce products to college students on monthly installments.,Technology,Software & Computer Services,Internet_marketplace_and_eCommerce,Books and Stationary,,,,B2C,Providers of e-commerce products ,,,Bengaluru,Karnataka,Angel investment,1,Allwin Agnel,,
120,keyur,Getdriven Technologies Pvt. Ltd.,2017,"It enables customers to book drivers through a mobile application, by calling, or by SMS.",Technology,Software & Computer Services,Internet_marketplace_and_eCommerce,Booking,,,,B2C,Application to book drivers,,,Chennai,Tamil Nadu,Angel investment,1,Vinit Srivastava,,
121,keyur,GETNOW,2014,"Getnow.at is disrupting e-commerce in India by bringing the local shopping experience online with an express 90 minute delivery. Users can search, discover and order products from stores in their city from their trusted local retailers. ",Technology,Software & Computer Services,Hyperlocal_and_Logistics,Delivery services and logistics,,,,B2C,Online ordering and delivery,,,Nagpur,Maharashtra,Angel investment,1,Jayesh Bagde,,
122,keyur,GetVee Technologies Pvt. Ltd.,2014,GetVee Technologies Private Limited designs and develops mobile dating application.,Technology,Software & Computer Services,Social_Platforms,Connect People for Dating and Matrimonial,,,,B2C,Application for dating,,,Delhi,,Angel investment,1,Nitin Gupta,,
123,keyur,Gijutsu Solutions Pvt. Ltd.,2015,"An Android application that enables people to buy products from people around the neighborhood and allows people to sell products to those in their neighborhood. Its application allows buyers to discover products by nearby people, chat one-on-one with the seller, and get products; and sellers to sell products to nearby buyers.",Technology,Software & Computer Services,Internet_marketplace_and_eCommerce,Buy and Sale goods and products,,,,B2C,Application to buy and sell goods,,,Mumbai,Maharashtra,Angel investment,3,Sumit Gupta,Pulkit Gupta,Saurabh Jain
124,keyur,GINGERCRUSH,2015,"At Gingercrush, They offer you an innovative on demand retail platform where you can instantly shop, create or customize products to fit your personal style and taste. ",Consumer_services,Retail,Consumer_Products_and_Services,Personal Products,,,,B2C,Retail platform,,,Vadodara,Gujarat,Angel investment,2,Saumya Nidhi,Rajvi Makol,
125,keyur,Gladiris Technologies Pvt. Ltd.,2015,Gladiris Technologies Pvt. Ltd. develops and provides a platform that allows businesses to electronically transact and communicate with their vendors/suppliers and customers to get information about the business and their supply chain activities.,Industrials,Industrial goods and services,Software_and_Internet_Services,Communication services,,,,B2B,Platform for businesses to communicate with vendors,,,Pune,Maharashtra,Angel investment,3,Ashwani Kumar Singh Rathore,Harshal Ingale,Sandeep Sethi
126,keyur,Glam Online Pvt. Ltd.,2015,"Glam Online Pvt. Ltd. operates a chain of salons that provide beauty, grooming, and makeup services. The company also provides at home services. It allows customers to book appointments online. ",Consumer_services,Retail,Consumer_Products_and_Services,Specialized Consumer Services,Servicing,,,B2C,Beauty saloon,,,Noida,Uttar Pradesh,Angel investment,3,Sadiya Nazeem,Darakshan Husain,Feeroz
127,keyur,Glow Prime Technologies Pvt. Ltd.,2015,Glow Prime Technology Private Limited provides an online platform to book and get on demand beauty services at doorstep.,Consumer_services,Retail,Hyperlocal_and_Logistics, Home services,,,,B2C,Application to book beauty services,,,Bengaluru,Karnataka,Angel investment,3,Prateek Jain,Shashank Gupta,Kavish Desai
128,keyur,Godel Technologies Pvt. Ltd.,2015,Start-up that provides online medical advises through video chats,Healthcare,Healthcare,Health_Tech,Telemedicine and Online health care platforms,,,,B2C,Health care service providers through video chat,,,Bengaluru,Karnataka,Angel investment,3,Abhishek Kumar,Vikash Singh,Jugal Anchalia
129,keyur,Goldvip Technology Solutions Pvt. Ltd.,2014,It is a mobile app which is set to revolutionize retail business in India. It’s a customer club through which customers get cash back each time they visit and spend on retail outlets.,Technology,Software & Computer Services,Industrial_and_Business_Products_and_Services,Customer service for business,,,,B2B,O2O marketing  and data platform,Connecting consumer groups and retailers,,,Haryana,Angel investment,2,Ashish Munjal,Sameer Grover,
130,keyur,Grab,2014,Grab is a delivery service for businesses & merchants to bridge the gap between them and its consumer.,Consumer_services,Retail,Hyperlocal_and_Logistics,Delivery services and logistics,,,,B2B,Delivery service for businesses & merchants,,,Mumbai,Maharashtra,Angel investment,3,Jignesh Patel,Pratish Sanghvi,
131,keyur,GREX,2014,GREX is an innovative financial services institution involved in building solutions that combine high finance with high technology.,Financials,Financial services,Fin_Tech_and_Payments, Alternative Funding Platforms,Investment advisory and consultancy and financial consumer services,,,B2C,Financial services,,,Pune,Maharashtra,Angel investment,1,Mnish Kumar,,
132,keyur,Growthword Digital Pvt Ltd (IAMWIRE),2015,"It has been acting as a platform for startups and entrepreneurs to showcase their products to the world, and further acts like a bridge between startups and investors.",Technology,Software & Computer Services,Industrial_and_Business_Products_and_Services,Business Support Services,,,,B2B,Online platform for businesses to advertise and obtain fundraising support,,,Gurgaon,Haryana,Angel investment,2,Abhinav Dinesh Garg,Sugandh Dawan,
133,keyur,GS Farm Taaza Produce Pvt. Ltd.,2015,"It offers supply chain management services for various fresh produces that include broccoli, yellow zucchini, green zucchini etc. They also provides advisory services to the farmers on improving the yield and field operations. It serves farmers and business customers, including retail, eCommerce, hotels, restaurants, corporates, and institutions.",Industrials,Industrial goods and services,Hyperlocal_and_Logistics,Delivery services and logistics,,,,B2B,Fresh produce supply chain management services,,,Bengaluru,Karnataka,Angel investment,,Silicon calley veterans,,
134,keyur,Guiddoo World Travels Pvt. Ltd.,2014,"Guiddoo builds in-destination experiences for travellers and hence provides a one stop shop for a traveller during his “Experience” phase of travel and includes features like Tour and Activity Marketplace, Audio Visual Travel Content and Restaurant-Spa-Nightclub-Shopping Information and Booking Tools on the Customers Smartphone",Consumer_services,Travel and Leisure,Consumer_Products_and_Services,Travel & Tourism,,,,B2C,Travel and tourism,,,Mumbai,Maharashtra,Angel investment,4,Prashanth Choudhry,Nidhi Varma,Dharshan Sharma
135,keyur,Gymtrekker Fitness Pvt. Ltd.,2014,"Gymtrekker Fitness operates an online portal for gyms, and health and fitness centers. It enables users to browse and join gyms and fitness centers in their location. They also sells fitness accessories, sports accessories, health devices, health drinks and food, protein supplements, and vitamins and medicines through its online store. ",Healthcare,Healthcare,Health_Tech,Fitness & Wellness,,,,B2C,Gyms and fitness centers,Sells fitness and sports accessories,,Mumbai,Maharashtra,Angel investment,,,,
136,keyur,Hansel Software Pvt. Ltd.,2015,"Hansel.io is pioneering on-demand computing capabilities for remote applications. With a view to bring in hyper-agility in product management, Hansel.io makes applications respond to and act on data on the fly! ",Technology,Software & Computer Services,Software_and_Internet_Services,Enterprise Software,Internet and software development,,,B2B,Software developers for production management,,,Bengaluru,Karnataka,Angel investment,3,Varun Ramamurthy Dinakar,Parminder Singh,Mudit Krishna Mathur
137,keyur,Hatchery Software Private Limited,2014,"Hatchery Software Pvt. Ltd. provides Lookup, a messaging application that allows consumers to chat with local businesses in Bengaluru. Its application allows users to make reservations, book appointments, and find prices and availability of products/services at local businesses.",Technology,Software & Computer Services,Social_Platforms,Website for information,,,,B2C,App which connects customers and local businesses,,,Bengaluru,Karnataka,Angel investment,,,,
138,keyur,HIPSHIP,2014,"HIpship logistics is a startup based out of Bangalore. Its an online platform, a first of kind in india for logistic services and the companies aims to build better relationships with their customers and prospects. ",Technology,Software & Computer Services,Hyperlocal_and_Logistics,Delivery services and logistics,,,,B2B,Cargo and freight company,Delivery service to businesses,,Bengaluru,Karnataka,Angel investment,1,Ankit Sethia,,
139,keyur,Holachef Hospitality Pvt. Ltd.,2014,"Holachef curates Chefs ranging from Executive Chefs to Amateurs and allows them creative freedom through their signature dishes. The company manages the logistics of the food (packaging, storage & delivery).",Consumer_goods,Food and beverage,Consumer_Products_and_Services,Food Products,Hotels & Restaurants,Hyperlocal_and_Logistics, Food Products,B2C,Home food delivery,,,Mumbai,Maharashtra,Angel investment,2,Anil gelra,Saurabh saxena,
140,keyur,Holamed Healthcare Technologies Pvt. Ltd.,2016,HolaMed Healthcare Technologies Pvt. Ltd. develops an online platform that enables users to compares prices and book various diagnostics tests. Its platform enables users select their prescribed test from a range of available options, compare various labs and hospitals in terms of features and choose the best one for them,Healthcare,Healthcare,Health_Tech,Healthcare Analytics and Software,,,,B2C,Platform to compare and book diagnostics tests,,Mumbai,Maharashtra,Angel investment,1,Anurag Mundhada,,
141,keyur,Homevista Decor and Furnishing Pvt. Ltd.,2014,"Homevista Decor and Furnishing Pvt Ltd provides interior design services to home-builders. It offers interior designers services that help clients in planning their home, as well as helps them in designing kitchens, wardrobes, entertainment units, crockery units, study tables, and shoe racks.",Industrials,Industrial goods and services,Internet_marketplace_and_eCommerce,Home and furniture,,,,B2B,Interior designing,,,Bengaluru,Karnataka,Angel investment,3,Srikanth B Iyer,Rama Harinath,Vivek M P
142,keyur,HOSTRA SYSTEM PRIVATE LIMITED,2014,"Hostra Systems Pvt. Ltd. operates RoomCentral, a booking engine and a cloud-based property management system that offers property owners with tools and solutions for reservation and property management.",Technology,Software & Computer Services,Software_and_Internet_Services,Cloud Infrastructure,,,,B2B,Helps hotels for reservation and property management,,,Bengaluru,Karnataka,Angel investment,1,Atul Prabhu,,
143,keyur,Houssup Services Pvt. Ltd.,2016,"Houssup.com aims at  renovation of a space by inculcating technical interventions of modern visual technologies like Augmented Reality, Virtual tours & Artificial Intelligence and to create an end to end ecommerce platform for all the interior designing needs for designers as well as consumer.",Technology,Software & Computer Services,Software_and_Internet_Services,Software services for consumers,,Consumer_Products_and_Services,Home Improvement Retailers,B2C,Interior designing,Home furninshing portals,,Jaipur,Rajasthan,Angel investment,4,Hemanth Singh,Raghav Mundra,Devendra Baghel
144,keyur,Hugefly Technologies Pvt. Ltd.,2015,"Hugefly which provides wesbite search, recommendation & personalization services to eCommerce firms",Technology,Software & Computer Services,Industrial_and_Business_Products_and_Services,Business Support Services,,,,B2B,Personalizing Services to e-commerce,,,Pune,Maharashtra,Angel investment,2,Dhuruv Chaudary,Amit Chaudary,
145,keyur,Ideope Media Pvt. Ltd.,2014,"A media platform that fosters entrepreneurship and source for digital culture and innovation for a connected generation. The company creates and curates India specific stories and profiles startups, reviews new Internet products, and technology news.",Consumer_services,Media,Media_Advertising_and_Gaming,Media,,,,B2C,Media platform ,,,Delhi,,Angel investment,1,Viabhav Agarwal,,
146,keyur,Immersion Online Services Pvt. Ltd.,2014,"Immersion Online Services Pvt. Ltd. operates a Website that provides online interior design services. It provides online interior design themes and 3D video of home according to floor plan, as well as design implementation, delivery and assembling, and support services.",Technology,Software & Computer Services,Internet_marketplace_and_eCommerce,Home and furniture,,,,B2B,Online Interior designing,,,Bengaluru,Karnataka,Angel investment,3,Kiran Singh,Ishwar Sundararaman,Arvind
147,keyur,Imprimatur Printing Services Pvt. Ltd.,2014,"Imprimatur Printing Services Pvt Ltd. operates a marketplace for online printing. The company sells various products for printing, which include apparels, stickers, mugs, bags, note books, and other products online.",Technology,Software & Computer Services,Internet_marketplace_and_eCommerce,Marketplace,,,,B2C,Market place for online printing,,,Chennai,Tamil Nadu,Angel investment,2,Surya Shankar,Isaac John,
148,keyur,Inayo,2015,"Startups that delivers on orders, Medicines, Patanjali, Ayurvedic products from the convenience of your home or office ",Consumer_services,Retail,Hyperlocal_and_Logistics,Delivery services and logistics,,,,B2C,Home delivery of ayurvedic products,Delivery of medical products,,Mumbai,Maharashtra,Angel investment,3,Raunak Jain,Abhishek Sinha,Purna Chandra Patro
149,keyur,Incredible Technologies Pvt. Ltd.,2015,Incredible Technologies Pvt. Ltd. operates an online marketplace for buying and selling pre-owned two wheelers.,Technology,Software & Computer Services,Internet_marketplace_and_eCommerce,Buy and Sale goods and products,,,,B2C,Buying and selling of pre-owned two-wheelers,,,Mumbai,Maharashtra,Angel investment,1,Nikhil Jain,,
150,keyur,Indifi,2015,"Startup which gives loans to all kinds of business of e-commerce,hospitality,travel,retai or trading easily and quikly",Financials,Financial services,Fin_Tech_and_Payments, Alternative Funding Platforms,Crowdfunding,,,B2B2C,Business and imidividual Loan providers ,,,Gurgaon,Haryana,Angel investment,3,Sundeep sahi,Alok mittal,Siddharth mahanot
151,Keyur,Infinity Assurance Solutions Pvt. Ltd.,2014,Infinity Assurance Solutions specializes in Service Administration including Manufacturer Warranty and creating & managing warranty products. ,Consumer_services,Retail,Consumer_Products_and_Services,Automobiles & Auto Parts services,,,,B2C,Warranty services for products,,,Delhi,,Angel investment,2,R.K Goel,Puneet Gargya,
152,keyur,INFINYPOOL ONLINE PAYMENT SOLUTION INDIA PRIVATE LIMITED,2014,"Simple and convenient platform that lets you pool money with your group of friends, colleagues or anyone for that matter in a seamless manner.",Financials,Financial services,Fin_Tech_and_Payments,Crowdfunding,,,,B2C,Money pooling platform,,,Delhi,,Angel investment,2,Rohit Taneja,Ankit Singh,
153,keyur,Infomoko Technology Pvt. Ltd.,2014,"Infomoko Technology Pvt. Ltd. owns and operates a Website to find local services for moms and babies. It provides information in the areas of activities and learning, including day care, enhanced learning, playgroup, indoor play area, online edutainment etc",Technology,Software & Computer Services,Social_Platforms,Website for information,,,,B2C,Website of information for mothers ,Online source for parents,,Mumbai,Maharashtra,Angel investment,2,Mitesh Karia,Naiyya Saggi,
