source,startupName,ICB_industry,ICB_sector,startupClassification,foundedDate,Repition,investorName,Age,Investor City,Domestic Investor,1,2,linkedinURL,Education (Field),Education 2 (Field),Education (place),Education 2 (place),Professional Experience,Sector,"Match (city) (718/2783,0.282 with dom & no blank)","Match (city) (718/2454,0.257 with dom & no blank)",Region,"Match (region)(455/1273),.357","Match(region)(455/1397),0.325",State,"Match (210/1273),0.17, (210/1397),0.15",State/Region,"Match (304/1273),0.24 (304/1397),0.217",Age,Sector,investorType,Investor Nationality Domestic / Foreign / Angel),Deal Investment Amount ( $ M),dealInvestmentAmount,"Deal Investment Amount ( INR M)
{ In Base Year Amount }",Round Investment Amount ($ M),roundInvestmentAmount,"Round Investment Amount (INR M)
{ In Base Year Amount }",investmentStage,stageClassification,roundDate,Closing Date of Investment,Percentage Equity Stake by the Investor,Percentage Equity Stake in the round,Equity Valuation ($ M),equityValuation,"Equity Valuation (INR M)  
{ In Base Year Amount }",city,Region,state,State (n),companyWebsite,Financial Year,Revenue Multiple,EBITDA Multiple,PAT Multiple,Share Capital ($ M),Share Capital (INR M),"Share Capital (INR M) 
{ In Base Year Amount }",Reserves ($ M),Reserves (INR M),"Reserves (INR M)  
{ In Base Year Amount }",Shareholders Funds ($ M),Shareholders Funds (INR M),"Shareholders Funds (INR M)  
{ In Base Year Amount }",Long Term Debt ($ M),Long Term Debt (INR M),"Long Term Debt (INR M)  
{ In Base Year Amount }",Short Term Debt ($ M),Short Term Debt (INR M),"Short Term Debt (INR M)  
{ In Base Year Amount }",Current Liabilities ($ M),Current Liabilities (INR M),"Current Liabilities (INR M)  
{ In Base Year Amount }",Equity and Liabilities ($ M),Equity and Liabilities (INR M),"Equity and Liabilities (INR M)  
{ In Base Year Amount }",Fixed Assets ($ M),Fixed Assets (INR M),"Fixed Assets (INR M)  
{ In Base Year Amount }",Current Investments ($ M),Current Investments (INR M),"Current Investments (INR M)  
{ In Base Year Amount }",Inventories ($ M),Inventories (INR M),"Inventories (INR M)  
{ In Base Year Amount }",Receivables ($ M),Receivables (INR M),"Receivables (INR M)  
{ In Base Year Amount }",Cash and Bank Balances ($ M),Cash and Bank Balances (INR M),"Cash and Bank Balances (INR M)  
{ In Base Year Amount }",Loans and Advances ($ M),Loans and Advances (INR M),"Loans and Advances (INR M)  
{ In Base Year Amount }",Other Current Assets ($ M),Other Current Assets (INR M),"Other Current Assets (INR M)  
{ In Base Year Amount }",Total Assets ($ M),Total Assets (INR M),"Total Assets (INR M)  
{ In Base Year Amount }",Total Reserves ($ M),Total Reserves (INR M),"Total Reserves (INR M)  
{ In Base Year Amount }",Gross Profit ($ M),Gross Profit (INR M),"Gross Profit (INR M)  
{ In Base Year Amount }",EBITDA ($ M),EBITDA (INR M),"EBITDA (INR M)  
{ In Base Year Amount }",Depreciation ($ M),Depreciation (INR M),"Depreciation (INR M)  
{ In Base Year Amount }",EBITA ($ M),EBITA (INR M),"EBITA (INR M)  
{ In Base Year Amount }",EBIT ($ M),EBIT (INR M),"EBIT (INR M)  
{ In Base Year Amount }",Finance Costs ($ M),Finance Costs (INR M),"Finance Costs (INR M)  
{ In Base Year Amount }",PBT ($ M),PBT (INR M),"PBT (INR M)  
{ In Base Year Amount }",Tax ($ M),Tax (INR M),"Tax (INR M)  
{ In Base Year Amount }",PAT ($ M),PAT (INR M),"PAT (INR M)  
{ In Base Year Amount }",EV / Total Income ($ M),EV / Total Income (INR M),"EV / Total Income (INR M)  
{ In Base Year Amount }",EV / EBITDA ($ M),EV / EBITDA (INR M),"EV / EBITDA (INR M)  
{ In Base Year Amount }",EV / EBIT ($ M),EV / EBIT (INR M),"EV / EBIT (INR M)  
{ In Base Year Amount }",EV / Total Assets ($ M),EV / Total Assets (INR M),"EV / Total Assets (INR M)  
{ In Base Year Amount }",EV / Profit Before Tax ($ M),EV / Profit Before Tax (INR M),"EV / Profit Before Tax (INR M)  
{ In Base Year Amount }",EV / Profit After Tax ($ M),EV / Profit After Tax (INR M),"EV / Profit After Tax (INR M)  
{ In Base Year Amount }",Implied Enterprise Value ($ mn),Implied Enterprise Value (INR mn),"Implied Enterprise Value (INR mn)  
{ In Base Year Amount }",Rep,Concatenate,double,con,double2,diff.year,Time Interval,CPI,repe,Concatenate_startup,,,Base Year,Base Year CPI
VCC,Novix Media Technologies Pvt. Ltd.,Technology,Software & Computer Services,Software and Internet Services,2012,8,Ravindra Krishnappa,,Bengaluru,Yes,,,,,,,,,,FALSE,FALSE,Bengaluru,FALSE,FALSE,,,,,,,Angel,Angel,,,,0.59,36.00625225,34.15193026,Seed,Seed,06-04-2014,06-04-2014, , ,,,,Thane,Thane,Maharashtra,,http://www.adsparx.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,8,Novix Media Technologies Pvt. Ltd.Ravindra Krishnappa36.00625225,1,Novix Media Technologies Pvt. Ltd.Ravindra Krishnappa36.0062522541794,1,349,,,8,Novix Media Technologies Pvt. Ltd.2012,,,,
VCC,Syona Cosmetics Pvt. Ltd.,Consumer goods,Personal and household goods,Consumer Products and Services,2012,1,Ravindra Sannareddy Babu,,,,,,,,,,,,,,,,,,,,,,,,Angel,Angel,,,,0.15,9.622872386,9.622872386,Seed,Pre-Seed,5/19/2015,07-10-2015, ,21.91,0.68,43.62368815,43.62368815,Chennai,Chennai,,,http://www.syonacosmetics.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.073492981,4.714757183,4.714757183,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,12.11,776.886564,776.886564,,,,,,,23.22,1489.620645,1489.620645,,,,,,,0.89,57.09570949,57.09570949,19,Syona Cosmetics Pvt. Ltd.Ravindra Sannareddy Babu9.62287238589211,1,Syona Cosmetics Pvt. Ltd.Ravindra Sannareddy Babu9.6228723858921142143,1,-448,,,,,,,,
VCC,Uniphore Software Systems Pvt. Ltd.,Technology,Software & Computer Services,Software and Internet Services,2008,1,Ray Stata,,,,,,,,,,,,,,,,,,,,,,,,Angel,Angel,,,,0.5,30.51377309,28.94231378,Seed,Pre-Seed,2/25/2014,3/31/2015, , ,,,,Chennai,Chennai,,,http://www.uniphore.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,23,Uniphore Software Systems Pvt. Ltd.Ray Stata30.5137730932203,1,Uniphore Software Systems Pvt. Ltd.Ray Stata30.513773093220341695,1,654,,,,,,,,
TrakIn,Weddingz.in,Consumer services,Retail,Internet Marketplace and eCommerce,,2,Reema Kagati,,,,,,,,,,,,,,,,,,,,,,,,Angel,Angel,0.166666667,10.69208043,10.69208043,1,64.15248257,64.15248257,Seed Funding,Seed,12-11-2015,, ,,,,,Mumbai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Weddingz.inReema Kagati64.1524825726141,1,Weddingz.inReema Kagati64.152482572614142349,1,4,4,4,,,,,,
Deal Curry,L Fast Brands Private Limited,Consumer services,Media,"Media, Advertising and Gaming",,2,Reema Kagati,,,,,,,,,,,,,,,,,,,,,,,,Angel,Angel,0.2,12.83049651,12.83049651,1,64.15248257,64.15248257,Seed,Seed,12/15/2015,, , ,,,,Gurgaon,NCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,L Fast Brands Private LimitedReema Kagati64.1524825726141,1,L Fast Brands Private LimitedReema Kagati64.152482572614142353,1,-1307,,,,,,,,
VCC,LabourNet Services India Pvt. Ltd.,Consumer services,Retail ,Consumer Products and Services,2006,1,Reena Mithal,,,,,,,,,,,,,,,,,,,,,,,,Angel,Angel,,,,0.27,14.44350262,11.88591444,Seed,Pre-Seed,5/17/2012,4/26/2013, ,16.66666667,4.5,240.7250436,198.0985741,Bengaluru,Bengaluru,,,http://www.labournet.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074401835,3.980085575,3.275310558,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,61.02,3264.231591,2686.216664,,,, ,,, ,,,,,,,,,4.54,242.8648218,199.8594503,2,LabourNet Services India Pvt. Ltd.Reena Mithal14.4435026157025,1,LabourNet Services India Pvt. Ltd.Reena Mithal14.443502615702541046,1,827,,,,,,,,
VCC,Trucksfirst Services Pvt. Ltd.,Industrials,Industrial goods and services,Hyperlocal and Logistics,2014,1,Reetmohinder Singh,,,,,,,,,,,,,,,,,,,,,,,,Angel,Angel,0.24,14.64661108,13.89231061,1.68,102.5262776,97.2461743,Seed,Seed,8/22/2014,01-07-2015,4.270462633,29.89323843,5.62,342.9748096,325.3116069,Gurgaon,NCR,,,http://rivigo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,7,Trucksfirst Services Pvt. Ltd.Reetmohinder Singh102.52627759322,1,Trucksfirst Services Pvt. Ltd.Reetmohinder Singh102.5262775932241873,1,24,,,,,,,,
Deal Curry,Phantom Hands,Technology,Software & Computer Services,Internet marketplace and eCommerce,,1,Rehan Khan,,,,,,,,,,,,,,,,,,,,,,,,Angel,Angel,,,,,,,Seed,,9/15/2014,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Phantom HandsRehan Khan,1,Phantom HandsRehan Khan41897,1,-1414,,,,,,,,
VCC,Span Across IT Solutions Pvt. Ltd.,Technology,Software & Computer Services,Software and Internet Services,2007,14,Rehan Yar Khan,,Mumbai,Yes,,,,,,,,,,FALSE,FALSE,Mumbai,FALSE,FALSE,Maharasthra,FALSE,Maharasthra,FALSE,,,Angel,Angel,,,,,,,Series A,,11-01-2010,11-01-2010, , ,,,,Delhi,NCR,Delhi,NCR,http://www.spanacross.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,7,Span Across IT Solutions Pvt. Ltd.Rehan Yar Khan,1,Span Across IT Solutions Pvt. Ltd.Rehan Yar Khan40483,1,52,52,52,7,Span Across IT Solutions Pvt. Ltd.2007,,,,
Deal Curry,MyZingo eCommerce Service Private Limited,Technology,Software & Computer Services,Internet marketplace and eCommerce,2009,14,Rehan Yar Khan,,Mumbai,Yes,,,,,,,,,,FALSE,FALSE,Mumbai,FALSE,FALSE,Maharasthra,FALSE,Maharasthra,FALSE,,,Angel,Angel,,,,,,,Seed,,12/23/2010,, , ,,,,Hyderabad,Hyderabad,Andhra Pradesh,Andhra Pradesh,,2012,,,,0.003498241,0.16,0.109589041,1.32976873,60.82,41.65753425,1.333266971,60.98,41.76712329,0.05269225,2.41,1.650684932,,,,0.05269225,2.41,1.650684932,1.468167876,67.15,45.99315068,0.030609606,1.4,0.95890411,,,,,,,0.114567382,5.24,3.589041096,1.191369584,54.49,37.32191781,0.131402665,6.01,4.116438356,,,,1.467949236,67.14,45.98630137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,MyZingo eCommerce Service Private LimitedRehan Yar Khan,1,MyZingo eCommerce Service Private LimitedRehan Yar Khan40535,1,92,92,92,3,MyZingo eCommerce Service Private Limited2009,,,,
VCC,MyZingo eCommerce Services Pvt. Ltd.,Consumer services,Retail ,Internet Marketplace and eCommerce,2009,14,Rehan Yar Khan,,Mumbai,Yes,,,,,,,,,,FALSE,FALSE,Mumbai,FALSE,FALSE,Maharasthra,FALSE,Maharasthra,FALSE,,,Angel,Angel,,,,0.11,5.1338694,3.849487799,Seed,Pre-Seed,3/25/2011,5/16/2011, ,20.33898305,0.77,35.9370858,26.94641459,Hyderabad,Hyderabad,Telangana,Telangana,http://www.buytheprice.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,, ,,, ,,,,,,,,,0.77,35.9370858,26.94641459,5,MyZingo eCommerce Services Pvt. Ltd.Rehan Yar Khan5.1338694,1,MyZingo eCommerce Services Pvt. Ltd.Rehan Yar Khan5.133869440627,1,25,25,25,5,MyZingo eCommerce Services Pvt. Ltd.2009,,,,
VCC,ANI Technologies Pvt. Ltd.,Technology,Software & Computer Services,Software and Internet Services,2010,14,Rehan Yar Khan,,Mumbai,Yes,,,,,,,,,,FALSE,FALSE,Mumbai,FALSE,FALSE,Maharasthra,FALSE,Maharasthra,FALSE,,,Angel,Angel,0.038333333,1.7890757,1.341488172,0.23,10.7344542,8.048929035,Seed,Pre-Seed,4/19/2011,1/31/2012,3.304597701,19.82758621,1.16,54.1389864,40.59459861,Bengaluru,Bengaluru,Karnataka,Karnataka,http://www.olacabs.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,, ,,, ,,,,,,,,,1.16,54.1389864,40.59459861,6,ANI Technologies Pvt. Ltd.Rehan Yar Khan10.7344542,1,ANI Technologies Pvt. Ltd.Rehan Yar Khan10.734454240652,1,32,32,32,18,ANI Technologies Pvt. Ltd.2010,,,,
VCC,Redstone Consultancy Services Pvt. Ltd.,Technology,Software & Computer Services,Software and Internet Services,2010,14,Rehan Yar Khan,,Mumbai,Yes,,,,,,,,,,TRUE,TRUE,Mumbai,TRUE,TRUE,Maharasthra,FALSE,Maharasthra,FALSE,,,Angel,Angel,,,,0.44,20.5354776,15.3979512,Seed,Pre-Seed,5/21/2011,3/27/2012,30.00049181,71.42857143,2.31,107.8112574,80.83924378,Mumbai,Mumbai,Maharashtra,Maharashtra,http://groffr.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,40.12,1872.462185,1404.013186,,,,,,,2.32,108.2779728,81.18919722,3,Redstone Consultancy Services Pvt. Ltd.Rehan Yar Khan20.5354776,1,Redstone Consultancy Services Pvt. Ltd.Rehan Yar Khan20.535477640684,1,47,47,47,3,Redstone Consultancy Services Pvt. Ltd.2010,,,,
VCC,Reach Process Outsourcing Pvt. Ltd.,Technology,Software & Computer Services,Software and Internet Services,2005,14,Rehan Yar Khan,,Mumbai,Yes,,,,,,,,,,FALSE,FALSE,Mumbai,FALSE,FALSE,Maharasthra,FALSE,Maharasthra,FALSE,,,Angel,Angel,0.036666667,1.7112898,1.2831626,0.11,5.1338694,3.849487799,Seed,Pre-Seed,07-07-2011,3/30/2012,6.918238994,0.751879699,0.53,24.7359162,18.54753212,Chennai,Chennai,Tamil Nadu,Tamil Nadu,http://www.reachaccountant.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053773585,2.509696019,1.881825082,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,10.6,494.718324,370.9506425,,,, ,,,11.88,554.4578952,415.7446823,,,,,,,0.57,26.6027778,19.94734587,3,Reach Process Outsourcing Pvt. Ltd.Rehan Yar Khan5.1338694,1,Reach Process Outsourcing Pvt. Ltd.Rehan Yar Khan5.133869440731,1,60,60,60,3,Reach Process Outsourcing Pvt. Ltd.2005,,,,
Deal Curry,Fun Holidays & Vacations Private Limited (Discover91 Services Private Limited),Consumer services,Travel and Leisure,Consumer Products and Services,2009,14,Rehan Yar Khan,,Mumbai,Yes,,,,,,,,,,FALSE,FALSE,Mumbai,FALSE,FALSE,Maharasthra,FALSE,Maharasthra,FALSE,,,Angel,Angel,,,,0.33,15.4016082,11.5484634,Seed,Pre-Seed,09-05-2011,, , ,,,,Bengaluru,Bengaluru,Karnataka,Karnataka,,2010,,,,0.117844836,5.5,4.124020548,,,,0.117844836,5.5,4.124020548,,,,,,,,,,0.11870189,5.54,4.154013425,0.107345933,5.01,3.756607808,,,,,,,,,,,,,0.000857053,0.04,0.029992877,0.008784797,0.41,0.307426986,0.118916153,5.55,4.161511644,0.013284327,0.62,0.464889589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Fun Holidays & Vacations Private Limited (Discover91 Services Private Limited)Rehan Yar Khan15.4016082,1,Fun Holidays & Vacations Private Limited (Discover91 Services Private Limited)Rehan Yar Khan15.401608240791,1,123,123,123,2,Fun Holidays & Vacations Private Limited (Discover91 Services Private Limited)2009,,,,
VCC,Fun Holidays and Vacations Pvt. Ltd.,Technology,Software & Computer Services,Software and Internet Services,2010,14,Rehan Yar Khan,,Mumbai,Yes,,,,,,,,,,FALSE,FALSE,Mumbai,FALSE,FALSE,Maharasthra,FALSE,Maharasthra,FALSE,,,Angel,Angel,,,,0.26,13.90855807,11.44569539,Seed,Pre-Seed,01-06-2012,01-06-2012, ,31.15264798,,,,Bengaluru,Bengaluru,Karnataka,Karnataka,http://www.polama.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,3,Fun Holidays and Vacations Pvt. Ltd.Rehan Yar Khan13.9085580743802,1,Fun Holidays and Vacations Pvt. Ltd.Rehan Yar Khan13.908558074380240914,1,40,40,40,3,Fun Holidays and Vacations Pvt. Ltd.2010,,,,
Deal Curry,Reach Process Outsourcing Private Limited,Financials,Financial services,Fin-Tech and Payments,2005,14,Rehan Yar Khan,,Mumbai,Yes,,,,,,,,,,FALSE,FALSE,Mumbai,FALSE,FALSE,Maharasthra,FALSE,Maharasthra,FALSE,,,Angel,Angel,,,,,,,Seed,,2/15/2012,, , ,,,,Chennai,Chennai,Tamil Nadu,Tamil Nadu,,2014,,,,0.015223634,0.81438,0.670173383,,,,,,,,,,0.057011312,3.049789,2.509746568,0.154766174,8.279132,6.813101866,0.102636415,5.490479,4.518250551,0.02428291,1.299001,1.068979953,,,,,,,0.029518275,1.579064,1.299450701,0.020622044,1.103165,0.90782168,0.028213168,1.509248,1.241997394,,,,0.102636396,5.490478,4.518249728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Reach Process Outsourcing Private LimitedRehan Yar Khan,1,Reach Process Outsourcing Private LimitedRehan Yar Khan40954,1,38,38,38,3,Reach Process Outsourcing Private Limited2005,,,,
VCC,Webbing Solutions Pvt. Ltd.,Technology,Software & Computer Services,Software and Internet Services,2011,14,Rehan Yar Khan,,Mumbai,Yes,,,,,,,,,,FALSE,FALSE,Mumbai,FALSE,FALSE,Maharasthra,FALSE,Maharasthra,FALSE,,,Angel,Angel,,,,0.14,7.489223579,6.163066749,Seed,Pre-Seed,3/24/2012,3/28/2013, ,14.3812709,0.4,21.39778165,17.60876214,Delhi,NCR,Delhi,NCR,http://myshaadi.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,16,Webbing Solutions Pvt. Ltd.Rehan Yar Khan7.4892235785124,1,Webbing Solutions Pvt. Ltd.Rehan Yar Khan7.489223578512440992,1,26,26,26,16,Webbing Solutions Pvt. Ltd.2011,,,,
Deal Curry,MyShaadi.in,Technology,Software & Computer Services,Internet marketplace and eCommerce,2011,14,Rehan Yar Khan,,Mumbai,Yes,,,,,,,,,,FALSE,FALSE,Mumbai,FALSE,FALSE,Maharasthra,FALSE,Maharasthra,FALSE,,,Angel,Angel,,,,,,,Seed,,4/19/2012,, , ,,,,Delhi,NCR,Delhi,NCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,MyShaadi.inRehan Yar Khan,1,MyShaadi.inRehan Yar Khan41018,1,11,11,11,4,MyShaadi.in2011,,,,
VCC,Unbxd Software Pvt. Ltd.,Technology,Software & Computer Services,Software and Internet Services,2011,14,Rehan Yar Khan,,Mumbai,Yes,,,,,,,,,,FALSE,FALSE,Mumbai,FALSE,FALSE,Maharasthra,FALSE,Maharasthra,FALSE,,,Angel,Angel,,,,0.2,10.69889083,8.804381069,Seed,Pre-Seed,4/30/2012,4/30/2012, ,21.05263158,0.95,50.81973143,41.82081008,Bengaluru,Bengaluru,Karnataka,Karnataka,http://unbxd.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011371798,0.608328123,0.500608213,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,83.54,4468.926698,3677.589973,,,, ,,,5.19,277.6362169,228.4736887,,,,,,,0.95,50.81973143,41.82081008,31,Unbxd Software Pvt. Ltd.Rehan Yar Khan10.6988908264463,1,Unbxd Software Pvt. Ltd.Rehan Yar Khan10.698890826446341029,1,156,156,156,36,Unbxd Software Pvt. Ltd.2011,,,,
VCC,MTC Ecom Pvt. Ltd.,Consumer services,Retail ,Internet Marketplace and eCommerce,2011,14,Rehan Yar Khan,,Mumbai,Yes,,,,,,,,,,TRUE,TRUE,Mumbai,TRUE,TRUE,Maharasthra,FALSE,Maharasthra,FALSE,,,Angel,Angel,,,,0.37,19.79294803,16.28810498,Seed,Pre-Seed,10-03-2012,11/22/2012, ,25.3968254,2.29,122.5023,100.8101632,Mumbai,Mumbai,Maharashtra,Maharashtra,http://prettysecrets.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,13.61,728.0595207,599.1381318,,,,,,,2.18,116.61791,95.96775366,27,MTC Ecom Pvt. Ltd.Rehan Yar Khan19.7929480289256,1,MTC Ecom Pvt. Ltd.Rehan Yar Khan19.792948028925641185,1,705,705,705,55,MTC Ecom Pvt. Ltd.2011,,,,
VCC,Phantom Hands Vintage Collectibles LLP,Consumer services,Retail ,Internet Marketplace and eCommerce,2014,14,Rehan Yar Khan,,Mumbai,Yes,,,,,,,,,,FALSE,FALSE,Mumbai,FALSE,FALSE,Maharasthra,FALSE,Maharasthra,FALSE,,,Angel,Angel,,,,,,,Seed,,09-08-2014,09-08-2014, ,37.93103448,,,,Bengaluru,Bengaluru,Karnataka,Karnataka,http://phantomhands.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,2,Phantom Hands Vintage Collectibles LLPRehan Yar Khan,1,Phantom Hands Vintage Collectibles LLPRehan Yar Khan41890,1,-891,,,2,Phantom Hands Vintage Collectibles LLP2014,,,,
VCC,OrangeScape Technologies Ltd.,Technology,Software & Computer Services,Software and Internet Services,2003,1,Revathy Ashok,,,,,,,,,,,,,,,,,,,,,,,,Angel,Angel,,,,0.95,50.81973143,41.82081008,Seed,Seed,3/31/2012,10-10-2012, ,11.65644172,8.15,435.9798012,358.7785286,Chennai,Chennai,,,http://www.orangescape.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.837398374,44.79616891,36.86387196,,,,0.11746258,6.283596608,5.170926587,,,,,,,,,,,,,9.805825243,524.5572687,431.6711107,,,, ,,,9.84,526.3854287,433.1755486,70.15,3752.635957,3088.13666,80.19,4289.720277,3530.11659,14.75,789.0431985,649.3231039,80.8,4322.351894,3556.969952,,,,8.24,440.794302,362.7405001,31,OrangeScape Technologies Ltd.Revathy Ashok50.8197314256198,1,OrangeScape Technologies Ltd.Revathy Ashok50.819731425619840999,1,1410,,,,,,,,
VCC,SimplySmart Technology Pvt. Ltd.,Technology,Software & Computer Services,Software and Internet Services,2015,1,Rhea Lucille Silva,,,,,,,,,,,,,,,,,,,,,,,,Angel,Angel,,,,,,,Seed,,02-09-2016,02-09-2016, , ,,,,Pune,Pune,,,http://simplysmart.tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,1,SimplySmart Technology Pvt. Ltd.Rhea Lucille Silva,1,SimplySmart Technology Pvt. Ltd.Rhea Lucille Silva42409,1,-216,,,,,,,,
TrakIn,Axtria,Industrials,Industrial goods and services,Others,,1,Richard S. Braddock,,,,,,,,,,,,,,,,,,,,,,,,Angel,Angel,,,,30,1924.574477,1924.574477,Private Equity,Series C or Higher,07-08-2015,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,AxtriaRichard S. Braddock1924.57447717842,1,AxtriaRichard S. Braddock1924.5744771784242193,1,-76,,,,,,,,
Deal Curry,Tourlandish Inc,Technology,Software & Computer Services,Software and Internet Services,,1,Rick Marini,,,,,,,,,,,,,,,,,,,,,,,,Angel,Angel,,,,1.8,115.4744686,115.4744686,Seed,Seed,4/23/2015,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,Tourlandish IncRick Marini115.474468630705,1,Tourlandish IncRick Marini115.47446863070542117,1,166,,,,,,,,
TrakIn,WorkIndia,Consumer services,Retail,Consumer Products and Services,,1,Riddhesh Gandhi,,,,,,,,,,,,,,,,,,,,,,,,Angel,Angel,,,,0.5,32.07624129,32.07624129,Seed Funding,Pre-Seed,10-06-2015,, ,,,,,Mumbai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,WorkIndiaRiddhesh Gandhi32.076241286307,1,WorkIndiaRiddhesh Gandhi32.07624128630742283,1,-828,,,,,,,,
VCC,NowFloats Technologies Pvt. Ltd.,Technology,Software & Computer Services,Software and Internet Services,2012,2,Rimpal Chawla,,,,,,,,,,,,,,,,,,,,,,,,Angel,Angel,,,,0.31,18.17492902,16.46063486,Seed,Pre-Seed,6/30/2013,10/31/2014, ,8.179419525,3.79,222.2031644,201.2445358,Hyderabad,Hyderabad,,,http://nowfloats.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,,,,,,,,3.79,222.2031644,201.2445358,14,NowFloats Technologies Pvt. Ltd.Rimpal Chawla18.1749290163934,1,NowFloats Technologies Pvt. Ltd.Rimpal Chawla18.174929016393441455,1,870,870,870,,,,,,
